Tickers;Long Company Name;Last Sale Price;Common Dividends Paid;Repurchase of Common Stock;Net Income to Company;Total Assets;Total Debt;Cash And Equivalents;LTM EBITDA;Market Capitalization;Total Enterprise Value;Shares Outstanding;Total Equity;Paid Dividend;Repurchase of Stock ;Dividend Yield (%);Payout Dividendos;Payout Recompra;MB;CASH;ROA;Net Debt;DEBT;Year
BOVESPA:BRFS3;BRF S.A. (BOVESPA:BRFS3);35,20;0,00;0,00;308,63;41701,00;22047,10;4237,80;3923,00;28573,90;46502,60;811,80;8148,35;0,00;0,00;0,00;0,00;0,00;3,51;0,10;0,01;17809,00;0,53;2019,00
BOVESPA:BAUH4;Excelsior Alimentos S.A. (BOVESPA:BAUH4);78,00;-1,80;0,00;26,86;121,00;0,30;35,40;20,50;407,30;376,70;5,20;71,75;1,00;0,00;0,00;0,07;0,00;5,68;0,29;0,22;-35,00;0,00;2019,00
BOVESPA:JBSS3;JBS S.A. (BOVESPA:JBSS3);25,80;-6,00;0,00;6464,85;126339,00;59755,00;10034,00;18286,70;68758,10;123528,60;2665,00;32482,05;1,00;0,00;0,00;0,00;0,00;2,12;0,08;0,05;49721,00;0,47;2019,00
BOVESPA:MRFG3;Marfrig Global Foods S.A. (BOVESPA:MRFG3);9,96;0,00;-69,20;1582,24;31572,00;22758,60;1774,90;4609,90;6994,60;22775,20;702,30;1776,34;0,00;1,00;0,00;0,00;0,04;3,94;0,06;0,05;20984,00;0,72;2019,00
BOVESPA:BEEF3;Minerva S.A. (BOVESPA:BEEF3);12,84;0,00;0,00;16,16;13234,00;10524,20;4469,70;1719,10;5141,70;11344,00;400,40;-281,66;0,00;0,00;0,00;0,00;0,00;-18,25;0,34;0,00;6054,00;0,80;2019,00
BOVESPA:MNPR3;Minupar Participações S.A. (BOVESPA:MNPR3);5,90;0,00;0,00;-33,03;200,00;32,30;0,30;47,20;41,90;72,40;7,10;-393,02;0,00;0,00;0,00;0,00;0,00;-0,11;0,00;-0,17;32,00;0,16;2019,00
BOVESPA:CAML3;Camil Alimentos S.A. (BOVESPA:CAML3);9,01;-65,00;-24,90;362,39;4437,00;1428,90;365,30;468,40;3333,70;4731,90;370,00;2169,12;1,00;1,00;0,02;0,18;0,07;1,54;0,08;0,08;1064,00;0,32;2019,00
BOVESPA:MDIA3;M. Dias Branco S.A. Indústria e Comércio de Alimentos (BOVESPA:MDIA3);38,15;-139,00;0,00;556,88;8101,00;1083,50;348,40;772,90;12932,90;13509,10;339,00;6034,95;1,00;0,00;0,01;0,25;0,00;2,14;0,04;0,07;735,00;0,13;2019,00
BOVESPA:ABEV3;Ambev S.A. (BOVESPA:ABEV3);18,67;-7871,30;-32,00;12188,33;101743,00;3062,80;11900,70;20361,40;293740,00;284068,70;15733,30;62556,01;1,00;1,00;0,03;0,65;0,00;4,70;0,12;0,12;-8838,00;0,03;2019,00
BOVESPA:NTCO3;Natura &Co Holding S.A. (BOVESPA:NTCO3);38,67;-152,90;-2,60;155,47;21185,00;13303,90;4513,60;1723,30;33475,10;42373,50;865,70;3362,35;1,00;1,00;0,00;0,98;0,02;9,96;0,21;0,01;8790,00;0,63;2019,00
BOVESPA:BOBR4;Bombril S.A. (BOVESPA:BOBR4);2,04;0,00;0,00;-40,49;658,00;323,60;13,20;115,00;250,80;547,60;260,50;-285,12;0,00;0,00;0,00;0,00;0,00;-0,88;0,02;-0,06;310,00;0,49;2019,00
BOVESPA:CRFB3;Atacadão S.A. (BOVESPA:CRFB3);23,35;-656,00;0,00;1328,00;44912,00;4484,00;5322,00;3853,00;46329,70;50680,70;1984,10;14705,00;1,00;0,00;0,01;0,49;0,00;3,15;0,12;0,03;-838,00;0,10;2019,00
BOVESPA:PCAR3;Companhia Brasileira de Distribuição (BOVESPA:PCAR3);88,88;-268,00;0,00;836,00;58475,00;23092,00;7954,00;1573,00;23592,20;31182,20;267,80;13548,00;1,00;0,00;0,01;0,32;0,00;1,74;0,14;0,01;15138,00;0,40;2019,00
BOVESPA:CALI3;Construtora Adolpho Lindenberg S.A. (BOVESPA:CALI3);19,64;0,00;0,00;-24,67;80,00;4,70;0,10;-26,60;74,30;74,80;1,90;1,36;0,00;0,00;0,00;0,00;0,00;54,67;0,00;-0,31;5,00;0,06;2019,00
BOVESPA:CRDE3;CR2 Empreendimentos Imobiliários S.A. (BOVESPA:CRDE3);35,40;-0,20;0,00;-9,91;173,00;0,10;0,30;-4,80;85,70;58,90;2,40;157,68;1,00;0,00;0,00;0,00;0,00;0,54;0,00;-0,06;0,00;0,00;2019,00
BOVESPA:CYRE3;Cyrela Brazil Realty S.A. Empreendimentos e Participações (BOVESPA:CYRE3);29,69;-798,80;0,00;534,32;9988,00;2504,30;212,40;457,90;11413,60;12739,70;384,40;5175,44;1,00;0,00;0,07;1,49;0,00;2,21;0,02;0,05;2292,00;0,25;2019,00
BOVESPA:DIRR3;Direcional Engenharia S.A. (BOVESPA:DIRR3);15,00;-130,00;0,00;120,82;4655,00;873,00;533,80;226,50;2217,10;2444,40;147,80;1369,34;1,00;0,00;0,06;1,08;0,00;1,62;0,11;0,03;339,00;0,19;2019,00
BOVESPA:EVEN3;Even Construtora e Incorporadora S.A. (BOVESPA:EVEN3);15,56;0,00;0,00;142,74;4984,00;1431,20;253,80;240,20;3266,20;4074,50;209,90;1877,44;0,00;0,00;0,00;0,00;0,00;1,74;0,05;0,03;1177,00;0,29;2019,00
BOVESPA:EZTC3;EZTEC Empreendimentos e Participações S.A. (BOVESPA:EZTC3);51,90;-23,20;0,00;290,46;4276,00;56,10;74,90;160,10;11781,30;10516,20;227,00;3809,54;1,00;0,00;0,00;0,08;0,00;3,09;0,02;0,07;-19,00;0,01;2019,00
BOVESPA:GFSA3;Gafisa S.A. (BOVESPA:GFSA3);78,03;0,00;0,00;-9,10;2552,00;771,00;12,40;190,50;1013,70;1436,20;13,00;895,14;0,00;0,00;0,00;0,00;0,00;1,13;0,00;0,00;759,00;0,30;2019,00
BOVESPA:HBOR3;Helbor Empreendimentos S.A. (BOVESPA:HBOR3);22,75;0,00;0,00;-88,82;4628,00;1501,90;194,20;2,60;3018,80;4780,50;132,70;1603,48;0,00;0,00;0,00;0,00;0,00;1,88;0,04;-0,02;1308,00;0,33;2019,00
BOVESPA:JHSF3;JHSF Participações S.A. (BOVESPA:JHSF3);7,13;-34,60;0,00;326,68;5838,00;1298,10;286,30;146,50;4549,40;5742,80;638,10;3056,79;1,00;0,00;0,01;0,11;0,00;1,49;0,05;0,06;1012,00;0,22;2019,00
BOVESPA:JFEN3;João Fortes Engenharia S.A. (BOVESPA:JFEN3);2,65;0,00;0,00;-396,01;1353,00;620,80;9,60;-146,40;278,30;904,30;105,00;-289,63;0,00;0,00;0,00;0,00;0,00;-0,96;0,01;-0,29;611,00;0,46;2019,00
BOVESPA:MRVE3;MRV Engenharia e Participações S.A. (BOVESPA:MRVE3);21,55;-164,00;-5,10;747,88;14686,00;3262,60;674,90;945,80;9544,30;10628,70;442,90;5108,79;1,00;1,00;0,02;0,22;0,01;1,87;0,05;0,05;2588,00;0,22;2019,00
BOVESPA:PDGR3;PDG Realty S.A. Empreendimentos e Participações (BOVESPA:PDGR3);7,39;0,00;0,00;-909,85;1935,00;3001,50;111,40;-184,70;59,60;2854,40;8,10;-4923,39;0,00;0,00;0,00;0,00;0,00;-0,01;0,06;-0,47;2890,00;1,55;2019,00
BOVESPA:RDNI3;RNI Negócios Imobiliários S.A. (BOVESPA:RDNI3);15,76;0,00;0,00;1,26;1447,00;413,90;105,90;5,20;665,10;928,20;42,20;623,59;0,00;0,00;0,00;0,00;0,00;1,07;0,07;0,00;308,00;0,29;2019,00
BOVESPA:RSID3;Rossi Residencial S.A. (BOVESPA:RSID3);9,12;0,00;0,00;-311,36;2026,00;1463,30;25,40;-112,00;154,20;1680,40;16,90;-562,71;0,00;0,00;0,00;0,00;0,00;-0,27;0,01;-0,15;1438,00;0,72;2019,00
BOVESPA:TCSA3;Tecnisa S.A. (BOVESPA:TCSA3);18,30;0,00;0,00;-262,37;1719,00;348,30;251,90;-181,40;1347,20;1402,30;73,60;946,66;0,00;0,00;0,00;0,00;0,00;1,42;0,15;-0,15;96,00;0,20;2019,00
BOVESPA:TEND3;Construtora Tenda S.A. (BOVESPA:TEND3);30,19;-57,80;-62,20;264,41;3478,00;891,10;48,40;344,00;2933,20;2812,70;97,20;1351,71;1,00;1,00;0,02;0,22;0,24;2,17;0,01;0,08;843,00;0,26;2019,00
BOVESPA:TRIS3;Trisul S.A. (BOVESPA:TRIS3);15,30;-20,00;0,00;151,02;1799,00;305,30;488,10;170,00;2855,20;2732,70;186,60;1093,13;1,00;0,00;0,01;0,13;0,00;2,61;0,27;0,08;-183,00;0,17;2019,00
BOVESPA:VIVR3;Viver Incorporadora e Construtora S.A. (BOVESPA:VIVR3);2,56;0,00;0,00;-220,33;513,00;284,00;5,50;-154,70;119,20;402,90;46,60;-134,16;0,00;0,00;0,00;0,00;0,00;-0,89;0,01;-0,43;279,00;0,55;2019,00
BOVESPA:CTNM4;Companhia de Tecidos Norte de Minas (BOVESPA:CTNM4);10,07;-9,10;0,00;-128,42;4310,00;1862,90;165,50;181,40;324,40;2687,10;30,60;1789,28;1,00;0,00;0,03;0,00;0,00;0,18;0,04;-0,03;1697,00;0,43;2019,00
BOVESPA:DOHL4;Döhler S.A. (BOVESPA:DOHL4);6,07;-10,70;0,00;31,87;742,00;23,00;59,30;21,10;564,30;533,80;75,60;594,57;1,00;0,00;0,02;0,34;0,00;0,95;0,08;0,04;-36,00;0,03;2019,00
BOVESPA:CTKA4;Karsten S.A. (BOVESPA:CTKA4);12,90;0,00;0,00;-12,43;381,00;534,30;7,90;43,30;74,00;640,20;6,20;-272,60;0,00;0,00;0,00;0,00;0,00;-0,27;0,02;-0,03;526,00;1,40;2019,00
BOVESPA:PTNT4;Pettenati S.A. Industria Têxtil (BOVESPA:PTNT4);4,95;-7,20;0,00;38,18;519,00;109,20;58,60;66,20;286,70;401,40;48,00;245,81;1,00;0,00;0,03;0,19;0,00;1,17;0,11;0,07;51,00;0,21;2019,00
BOVESPA:SGPS3;Springs Global Participações S.A. (BOVESPA:SGPS3);12,29;0,00;0,00;45,72;3295,00;1316,20;151,90;188,90;614,50;1778,80;50,00;1386,63;0,00;0,00;0,00;0,00;0,00;0,44;0,05;0,01;1164,00;0,40;2019,00
BOVESPA:TEKA4;Teka Tecelagem Kuehnrich S.A. (BOVESPA:TEKA4);6,68;0,00;0,00;-129,03;979,00;484,70;0,60;-10,60;3,60;475,30;0,50;-1563,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,13;484,00;0,50;2019,00
BOVESPA:TXRX4;Têxtil Renauxview S.A. (BOVESPA:TXRX4);3,59;0,00;0,00;21,41;184,00;207,80;0,40;13,50;15,10;213,20;4,30;-291,37;0,00;0,00;0,00;0,00;0,00;-0,05;0,00;0,12;207,00;1,13;2019,00
BOVESPA:ALPA4;Alpargatas S.A. (BOVESPA:ALPA4);33,20;0,00;0,00;259,34;4522,00;653,10;566,30;528,50;17519,40;17850,20;578,80;2734,59;1,00;0,00;0,00;0,00;0,00;6,41;0,13;0,06;87,00;0,14;2019,00
BOVESPA:CAMB3;Cambuci S.A. (BOVESPA:CAMB3);6,85;0,00;0,00;20,21;243,00;79,10;9,10;45,10;287,60;352,00;42,00;73,97;0,00;0,00;0,00;0,00;0,00;3,89;0,04;0,08;70,00;0,33;2019,00
BOVESPA:GRND3;Grendene S.A. (BOVESPA:GRND3);12,28;-159,40;-3,90;819,22;4526,00;175,20;18,10;631,70;11076,90;9435,30;902,00;4006,70;1,00;1,00;0,01;0,19;0,00;2,76;0,00;0,18;157,00;0,04;2019,00
BOVESPA:VULC3;Vulcabras S.A. (BOVESPA:VULC3);9,20;0,00;0,00;143,08;1355,00;75,80;62,20;207,50;2261,00;2285,50;245,80;1087,43;0,00;0,00;0,00;0,00;0,00;2,08;0,05;0,11;14,00;0,06;2019,00
BOVESPA:MNDL3;Mundial S.A. - Produtos de Consumo (BOVESPA:MNDL3);35,13;0,00;0,00;-10,36;1037,00;203,50;2,20;43,60;87,10;269,70;2,50;-145,31;0,00;0,00;0,00;0,00;0,00;-0,60;0,00;-0,01;201,00;0,20;2019,00
BOVESPA:TECN3;Technos S.A. (BOVESPA:TECN3);3,60;0,00;0,00;-122,65;676,00;109,10;54,10;-20,60;278,30;332,90;77,30;344,49;0,00;0,00;0,00;0,00;0,00;0,81;0,08;-0,18;55,00;0,16;2019,00
BOVESPA:VIVA3;Vivara Participações S.A. (BOVESPA:VIVA3);29,12;-5,00;0,00;442,24;1880,00;534,60;435,80;552,20;6878,10;7306,00;236,20;1089,72;1,00;0,00;0,00;0,01;0,00;6,31;0,23;0,24;99,00;0,28;2019,00
BOVESPA:UCAS3;Unicasa Indústria de Móveis S.A. (BOVESPA:UCAS3);5,05;0,00;0,00;17,98;228,00;0,40;45,60;26,50;333,70;267,80;66,10;160,04;0,00;0,00;0,00;0,00;0,00;2,09;0,20;0,08;-45,00;0,00;2019,00
BOVESPA:HETA4;Hércules S.A - Fábrica de Talheres (BOVESPA:HETA4);9,02;0,00;0,00;3,44;10,00;324,60;0,00;0,00;3,70;328,30;0,50;-382,97;0,00;0,00;0,00;0,00;0,00;-0,01;0,00;0,35;325,00;32,88;2019,00
BOVESPA:MYPK3;Iochpe-Maxion S.A. (BOVESPA:MYPK3);23,38;-108,70;-3,00;421,42;9375,00;3061,60;646,10;998,90;3562,30;6497,10;152,40;3496,98;1,00;1,00;0,03;0,26;0,01;1,02;0,07;0,05;2415,00;0,33;2019,00
BOVESPA:LEVE3;MAHLE Metal Leve S.A. (BOVESPA:LEVE3);28,80;-276,10;0,00;255,85;2328,00;419,10;168,80;375,70;3695,30;3897,50;128,30;1296,95;1,00;0,00;0,07;1,08;0,00;2,85;0,07;0,11;250,00;0,18;2019,00
BOVESPA:PLAS3;Plascar Participações Industriais S.A. (BOVESPA:PLAS3);7,45;0,00;0,00;-6,83;631,00;201,90;17,40;48,00;92,60;269,20;12,40;-72,20;0,00;0,00;0,00;0,00;0,00;-1,28;0,03;-0,01;185,00;0,32;2019,00
BOVESPA:HOOT4;Hotéis Othon S.A. (BOVESPA:HOOT4);2,35;0,00;0,00;-138,16;478,00;2,00;2,80;-96,70;43,20;22,40;18,40;-383,86;0,00;0,00;0,00;0,00;0,00;-0,11;0,01;-0,29;-1,00;0,00;2019,00
BOVESPA:BKBR3;Zamp S.A. (BOVESPA:BKBR3);17,78;-26,70;-24,20;48,54;3528,00;1213,10;325,30;345,20;4034,00;4623,90;226,90;1786,63;1,00;1,00;0,01;0,55;0,50;2,26;0,09;0,01;888,00;0,34;2019,00
BOVESPA:MEAL3;International Meal Company Alimentação S.A. (BOVESPA:MEAL3);8,40;-1,90;-102,40;-15,84;2686,00;962,90;332,80;146,90;1587,80;2106,90;189,00;1145,11;1,00;1,00;0,00;0,00;-6,47;1,39;0,12;-0,01;630,00;0,36;2019,00
BOVESPA:BMKS3;Bicicletas Monark S.A. (BOVESPA:BMKS3);275,00;-3,80;0,00;2,69;221,00;8,00;148,80;-5,20;125,10;-14,40;0,50;190,31;1,00;0,00;0,03;1,41;0,00;0,66;0,67;0,01;-141,00;0,04;2019,00
BOVESPA:ESTR4;Manufatura de Brinquedos Estrela S.A. (BOVESPA:ESTR4);35,20;0,00;0,00;-40,87;206,00;51,60;2,30;-2,70;24,40;79,90;0,80;-479,24;0,00;0,00;0,00;0,00;0,00;-0,05;0,01;-0,20;49,00;0,25;2019,00
BOVESPA:AHEB3;São Paulo Turismo S.A. (BOVESPA:AHEB3);34,88;0,00;0,00;-42,56;263,00;0,00;27,20;-28,10;266,20;255,50;7,50;27,22;0,00;0,00;0,00;0,00;0,00;9,78;0,10;-0,16;-27,00;0,00;2019,00
BOVESPA:SHOW3;T4F Entretenimento S.A. (BOVESPA:SHOW3);6,25;-4,00;0,00;-71,78;623,00;156,10;204,60;-22,00;420,50;344,90;67,30;276,62;1,00;0,00;0,01;0,00;0,00;1,52;0,33;-0,12;-49,00;0,25;2019,00
BOVESPA:CVCB3;CVC Brasil Operadora e Agência de Viagens S.A. (BOVESPA:CVCB3);43,80;-3,80;0,00;-1,87;6898,00;2203,60;365,70;350,40;6464,80;7953,00;147,60;799,20;1,00;0,00;0,00;0,00;0,00;8,09;0,05;0,00;1838,00;0,32;2019,00
BOVESPA:ANIM3;Anima Holding S.A. (BOVESPA:ANIM3);9,93;-0,50;0,00;-9,59;2400,00;1386,30;31,60;175,70;2361,90;3260,20;237,90;690,44;1,00;0,00;0,00;0,00;0,00;3,42;0,01;0,00;1355,00;0,58;2019,00
BOVESPA:BAHI3;Bahema Educação S.A. (BOVESPA:BAHI3);19,51;0,00;0,00;-9,43;191,00;32,20;48,20;-8,80;216,50;182,60;11,10;125,07;0,00;0,00;0,00;0,00;0,00;1,73;0,25;-0,05;-16,00;0,17;2019,00
BOVESPA:COGN3;Cogna Educação S.A. (BOVESPA:COGN3);11,43;-196,40;0,00;242,59;34118,00;12106,00;371,70;1218,00;18684,40;29560,70;1634,70;15835,27;1,00;0,00;0,01;0,81;0,00;1,18;0,01;0,01;11734,00;0,36;2019,00
BOVESPA:SEER3;Ser Educacional S.A. (BOVESPA:SEER3);27,75;-59,90;0,00;136,37;2559,00;850,10;215,20;376,50;3572,00;3888,60;128,70;1308,49;1,00;0,00;0,02;0,44;0,00;2,73;0,08;0,05;635,00;0,33;2019,00
BOVESPA:YDUQ3;Yduqs Participações S.A. (BOVESPA:YDUQ3);47,50;-153,20;0,00;646,14;5512,00;1651,70;12,30;1262,80;14280,80;15315,30;300,60;3102,35;1,00;0,00;0,01;0,24;0,00;4,60;0,00;0,12;1639,00;0,30;2019,00
BOVESPA:RENT3;Localiza Rent a Car S.A. (BOVESPA:RENT3);47,41;-7,20;0,00;833,94;19393,00;10111,30;2220,10;1521,60;35821,40;42065,20;755,60;5447,53;1,00;0,00;0,00;0,01;0,00;6,58;0,11;0,04;7891,00;0,52;2019,00
BOVESPA:MOVI3;Movida Participações S.A. (BOVESPA:MOVI3);19,12;-89,10;-11,80;227,82;7243,00;3144,20;72,20;688,20;5692,60;7404,50;297,70;2301,00;1,00;1,00;0,02;0,39;0,05;2,47;0,01;0,03;3072,00;0,43;2019,00
BOVESPA:ARZZ3;Arezzo Indústria e Comércio S.A. (BOVESPA:ARZZ3);64,00;-100,00;0,00;162,14;1413,00;391,30;13,80;256,50;5820,70;5956,80;90,90;746,07;1,00;0,00;0,02;0,62;0,00;7,80;0,01;0,12;378,00;0,28;2019,00
BOVESPA:CEAB3;C&A Modas S.A. (BOVESPA:CEAB3);17,94;-58,60;0,00;971,99;6037,00;1587,70;447,10;1226,70;5529,90;6966,00;308,20;2739,57;1,00;0,00;0,01;0,06;0,00;2,02;0,07;0,16;1141,00;0,26;2019,00
BOVESPA:CGRA4;Grazziotin S.A. (BOVESPA:CGRA4);29,60;-16,00;-7,90;129,45;871,00;76,70;70,50;104,40;595,90;630,70;20,00;591,89;1,00;1,00;0,03;0,12;0,06;1,01;0,08;0,15;6,00;0,09;2019,00
BOVESPA:GUAR3;Guararapes Confecções S.A. (BOVESPA:GUAR3);24,20;-20,60;0,00;592,65;12603,00;3865,60;943,00;1081,30;12080,60;14850,90;499,20;5224,59;1,00;1,00;0,00;0,03;0,00;2,31;0,07;0,05;2923,00;0,31;2019,00
BOVESPA:LLIS3;Restoque Comércio e Confecções de Roupas S.A. (BOVESPA:LLIS3);17,00;-24,60;0,00;-193,00;4284,00;1531,80;467,20;88,50;1170,50;2574,40;68,90;2282,31;1,00;0,00;0,02;0,00;0,00;0,51;0,11;-0,05;1065,00;0,36;2019,00
BOVESPA:AMAR3;Marisa Lojas S.A. (BOVESPA:AMAR3);13,28;0,00;0,00;-112,36;4020,00;1519,50;725,50;174,70;3461,80;4907,10;260,70;1420,01;0,00;0,00;0,00;0,00;0,00;2,44;0,18;-0,03;794,00;0,38;2019,00
BOVESPA:LREN3;Lojas Renner S.A. (BOVESPA:LREN3);51,08;-409,10;0,00;1086,20;11553,00;3384,40;981,00;1988,30;44599,50;47263,00;873,10;4691,02;1,00;0,00;0,01;0,38;0,00;9,51;0,08;0,09;2403,00;0,29;2019,00
BOVESPA:MGLU3;Magazine Luiza S.A. (BOVESPA:MGLU3);11,93;-182,00;0,00;921,83;19791,00;3129,20;305,70;961,90;77350,40;80240,30;6486,40;7564,94;1,00;0,00;0,00;0,20;0,00;10,22;0,02;0,05;2823,00;0,16;2019,00
BOVESPA:VIIA3;Via S.A. (BOVESPA:VIIA3);11,17;0,00;0,00;-1433,00;24424,00;11131,00;1364,00;399,00;14513,80;23594,80;1299,40;578,00;0,00;0,00;0,00;0,00;0,00;25,11;0,06;-0,06;9767,00;0,46;2019,00
BOVESPA:AMER3;Americanas S.A. (BOVESPA:AMER3);62,86;0,00;0,00;-318,24;16057,00;6722,70;3535,80;168,30;32884,00;33176,30;523,10;5734,43;0,00;0,00;0,00;0,00;0,00;5,73;0,22;-0,02;3187,00;0,42;2019,00
BOVESPA:SBFG3;Grupo SBF S.A. (BOVESPA:SBFG3);35,18;0,00;0,00;309,73;3934,00;1184,40;105,30;684,80;7392,70;8508,30;210,10;1168,66;0,00;0,00;0,00;0,00;0,00;6,33;0,03;0,08;1079,00;0,30;2019,00
BOVESPA:SLED4;Saraiva Livreiros S.A. - em Recuperação Judicial (BOVESPA:SLED4);74,90;0,00;0,00;-318,07;852,00;485,70;20,50;-197,30;81,70;528,60;0,80;-172,69;0,00;0,00;0,00;0,00;0,00;-0,47;0,02;-0,37;465,00;0,57;2019,00
BOVESPA:BIOM3;Biomm S.A. (BOVESPA:BIOM3);12,40;0,00;0,00;-55,81;389,00;155,60;30,10;-48,70;753,40;855,40;60,80;153,56;0,00;0,00;0,00;0,00;0,00;4,91;0,08;-0,14;126,00;0,40;2019,00
BOVESPA:OFSA3;Ouro Fino Saúde Animal Participações S.A. (BOVESPA:OFSA3);43,00;-16,40;0,00;46,28;870,00;283,30;45,00;98,20;2319,80;2539,50;53,90;492,48;1,00;0,00;0,01;0,35;0,00;4,71;0,05;0,05;238,00;0,33;2019,00
BOVESPA:AALR3;Centro de Imagem Diagnósticos S.A. (BOVESPA:AALR3);18,16;0,00;-5,70;50,07;2401,00;837,10;88,30;243,30;2148,10;2926,20;118,30;1320,00;0,00;1,00;0,00;0,00;0,11;1,63;0,04;0,02;749,00;0,35;2019,00
BOVESPA:DASA3;Diagnósticos da América S.A. (BOVESPA:DASA3);57,71;-157,90;0,00;130,22;8839,00;3740,20;567,80;657,50;18175,50;21261,30;314,90;3263,38;1,00;0,00;0,01;1,21;0,00;5,57;0,06;0,02;3172,00;0,42;2019,00
BOVESPA:FLRY3;Fleury S.A. (BOVESPA:FLRY3);30,53;-307,50;0,00;312,32;5097,00;2379,30;9,00;880,60;9670,20;11263,60;316,70;1758,98;1,00;0,00;0,03;0,98;0,00;5,50;0,00;0,06;2370,00;0,47;2019,00
BOVESPA:HAPV3;Hapvida Participações e Investimentos S.A. (BOVESPA:HAPV3);12,78;-192,70;0,00;851,85;12425,00;3070,80;224,20;1239,70;46944,30;48509,90;3673,30;7261,89;1,00;1,00;0,00;0,23;0,00;6,46;0,02;0,07;2847,00;0,25;2019,00
BOVESPA:PARD3;Instituto Hermes Pardini S.A. (BOVESPA:PARD3);27,22;0,00;0,00;158,40;1626,00;466,40;129,50;287,20;3543,20;3860,50;130,20;696,46;0,00;0,00;0,00;0,00;0,00;5,09;0,08;0,10;337,00;0,29;2019,00
BOVESPA:ODPV3;Odontoprev S.A. (BOVESPA:ODPV3);15,34;-250,90;-41,80;284,82;1769,00;40,70;27,10;436,00;8932,10;8954,10;582,40;1116,49;1,00;1,00;0,03;0,88;0,15;8,00;0,02;0,16;14,00;0,02;2019,00
BOVESPA:QUAL3;Qualicorp Consultoria e Corretora de Seguros S.A. (BOVESPA:QUAL3);37,10;-366,60;-980,00;372,18;3357,00;1427,00;201,10;955,00;10438,90;10552,80;281,40;1392,61;1,00;1,00;0,04;0,98;2,63;7,50;0,06;0,11;1226,00;0,43;2019,00
BOVESPA:BALM4;Baumer S.A. (BOVESPA:BALM4);9,80;-2,20;0,00;4,19;191,00;30,90;5,70;12,00;104,20;129,10;9,80;108,13;1,00;0,00;0,02;0,52;0,00;0,96;0,03;0,02;25,00;0,16;2019,00
BOVESPA:PNVL3;Dimed S.A. Distribuidora de Medicamentos (BOVESPA:PNVL3);19,63;-20,80;0,00;76,76;1460,00;505,40;71,40;214,20;2593,00;2996,50;135,50;524,18;1,00;0,00;0,01;0,27;0,00;4,95;0,05;0,05;434,00;0,35;2019,00
BOVESPA:HYPE3;Hypera S.A. (BOVESPA:HYPE3);35,69;-623,40;-72,20;1164,04;11919,00;1410,40;2246,40;1196,40;22500,90;21702,50;630,50;8710,10;1,00;1,00;0,03;0,54;0,06;2,58;0,19;0,10;-836,00;0,12;2019,00
BOVESPA:PFRM3;Profarma Distribuidora de Produtos Farmacêuticos S.A. (BOVESPA:PFRM3);6,47;0,00;0,00;11,98;3183,00;897,40;225,80;126,50;793,30;1462,20;122,60;1004,63;0,00;0,00;0,00;0,00;0,00;0,79;0,07;0,00;672,00;0,28;2019,00
BOVESPA:RADL3;Raia Drogasil S.A. (BOVESPA:RADL3);22,33;-186,60;0,00;788,74;12248,00;4311,10;299,20;1356,40;36800,50;41384,40;1648,20;4076,42;1,00;0,00;0,01;0,24;0,00;9,03;0,02;0,06;4012,00;0,35;2019,00
BOVESPA:POSI3;Positivo Tecnologia S.A. (BOVESPA:POSI3);10,19;0,00;0,00;20,85;1945,00;765,20;460,70;112,70;880,60;1177,20;86,40;534,89;0,00;0,00;0,00;0,00;0,00;1,65;0,24;0,01;304,00;0,39;2019,00
BOVESPA:PDTC3;Padtec Holding S.A. (BOVESPA:PDTC3);3,25;0,00;0,00;5,44;64,00;0,00;3,30;-5,20;53,10;49,90;16,30;18,35;0,00;0,00;0,00;0,00;0,00;2,89;0,05;0,09;-3,00;0,00;2019,00
BOVESPA:SQIA3;Sinqia S.A. (BOVESPA:SQIA3);24,50;-0,60;0,00;-4,56;620,00;84,20;365,00;8,50;1728,40;1448,40;70,50;431,60;1,00;0,00;0,00;0,00;0,00;4,00;0,59;-0,01;-281,00;0,14;2019,00
BOVESPA:TOTS3;TOTVS S.A. (BOVESPA:TOTS3);21,52;-49,90;0,00;210,65;3536,00;450,70;1538,20;396,20;12308,40;11290,20;572,00;2478,41;1,00;0,00;0,00;0,24;0,00;4,97;0,44;0,06;-1087,00;0,13;2019,00
BOVESPA:OIBR4;Oi S.A. (BOVESPA:OIBR4);1,23;-0,40;-2,60;-9095,11;71892,00;26376,80;2081,90;-1389,00;5176,70;28320,10;5952,40;17796,51;1,00;1,00;0,00;0,00;0,00;0,29;0,03;-0,13;24295,00;0,37;2019,00
BOVESPA:TELB4;Telecomunicações Brasileiras S.A. - Telebras (BOVESPA:TELB4);29,07;0,00;0,00;-237,53;4298,00;274,50;852,10;63,00;4266,90;4468,10;49,60;1646,73;0,00;0,00;0,00;0,00;0,00;2,59;0,20;-0,06;-578,00;0,06;2019,00
BOVESPA:VIVT3;Telefônica Brasil S.A. (BOVESPA:VIVT3);49,04;-6176,80;0,00;5001,01;108290,00;13880,80;3393,40;14949,60;92820,40;102031,30;1688,70;70455,58;1,00;0,00;0,07;1,24;0,00;1,32;0,03;0,05;10487,00;0,13;2019,00
BOVESPA:TIMS3;TIM S.A. (BOVESPA:TIMS3);15,67;-770,10;0,00;3622,13;40349,00;9810,00;2284,80;5967,90;37930,40;46322,10;2420,60;22431,82;1,00;0,00;0,02;0,21;0,00;1,69;0,06;0,09;7525,00;0,24;2019,00
